r_m,z_m,phi_V,ne_m3,ni_m3
0.00729,0.00625,4.8441e-1,1.3996e+10,1.4070e+11
0.00937,0.00625,4.8375e-1,1.4442e+10,1.0671e+11
0.01146,0.00625,4.8071e-1,2.4653e+10,1.4483e+11
0.01354,0.00625,4.7406e-1,2.3563e+10,5.0776e+10
0.01563,0.00625,4.7027e-1,1.5699e+10,1.3735e+9
0.01771,0.00625,4.7142e-1,1.3289e+10,5.8839e+10
0.01979,0.00625,4.7253e-1,1.4740e+10,1.4879e+11
0.02187,0.00625,4.6723e-1,2.2414e+10,1.0308e+11
0.02396,0.00625,4.6086e-1,2.3750e+10,4.2262e+10
0.02604,0.00625,4.5829e-1,3.2723e+10,8.4373e+10
0.02813,0.00625,4.5727e-1,3.3591e+10,1.1649e+11
0.03021,0.00625,4.5595e-1,2.7880e+10,1.1012e+11
0.03229,0.00625,4.5459e-1,2.8601e+10,1.4756e+11
0.03438,0.00625,4.5023e-1,2.5261e+10,1.7229e+11
0.03646,0.00625,4.4058e-1,3.1184e+10,8.6183e+10
0.03854,0.00625,4.3133e-1,2.9308e+10,7.8911e+10
0.04063,0.00625,4.2277e-1,2.8373e+10,9.1068e+10
0.04271,0.00625,4.1399e-1,3.1820e+10,1.1834e+11
0.04479,0.00625,4.0339e-1,3.3130e+10,1.0505e+11
0.04688,0.00625,3.9200e-1,2.8194e+10,6.1143e+10
0.04896,0.00625,3.8229e-1,2.0684e+10,7.8182e+10
0.05104,0.00625,3.7209e-1,2.9065e+10,1.0797e+11
0.05312,0.00625,3.5945e-1,2.9870e+10,3.6319e+10
0.05521,0.00625,3.4950e-1,2.9444e+10,7.6853e+10
0.05729,0.00625,3.3923e-1,3.1716e+10,7.0236e+10
0.05937,0.00625,3.2915e-1,3.0474e+10,6.6430e+10
0.06146,0.00625,3.1956e-1,2.9114e+10,7.0383e+10
0.06354,0.00625,3.1008e-1,2.7250e+10,1.2171e+11
0.06563,0.00625,2.9713e-1,3.3659e+10,1.0114e+11
0.06771,0.00625,2.8261e-1,2.8393e+10,5.1105e+10
0.06979,0.00625,2.6955e-1,3.0338e+10,7.2598e+10
0.07187,0.00625,2.5703e-1,3.6507e+10,1.1888e+11
0.07396,0.00625,2.4239e-1,3.4331e+10,1.1398e+11
0.07604,0.00625,2.2566e-1,3.4385e+10,8.0486e+10
0.07813,0.00625,2.0885e-1,3.2935e+10,5.6891e+10
0.08021,0.00625,1.9267e-1,2.6276e+10,4.6726e+10
0.08229,0.00625,1.7656e-1,3.1621e+10,2.9432e+10
0.08438,0.00625,1.6180e-1,2.8374e+10,5.4921e+10
0.08646,0.00625,1.4662e-1,2.6691e+10,8.1900e+10
0.08854,0.00625,1.2940e-1,1.9646e+10,4.8655e+10
0.09062,0.00625,1.1183e-1,9.8069e+9,5.7678e+10
0.09271,0.00625,9.2274e-2,5.7678e+9,8.0359e+10
0.09479,0.00625,6.8903e-2,9.8178e+8,4.9348e+10
0.09688,0.00625,4.3342e-2,1.2534e+8,5.1965e+10
0.09896,0.00625,1.4845e-2,1.4009e+7,2.3461e+10
0.00104,0.01042,7.6776e-1,9.0493e+9,0.0000e+0
0.00313,0.01042,7.6992e-1,1.3283e+10,0.0000e+0
0.00521,0.01042,7.7457e-1,1.2122e+10,2.5558e+10
0.00729,0.01042,7.7994e-1,1.3940e+10,1.3530e+11
0.00937,0.01042,7.7918e-1,2.1635e+10,1.3769e+11
0.01146,0.01042,7.7407e-1,3.0624e+10,1.2488e+11
0.01354,0.01042,7.6659e-1,3.2118e+10,2.3913e+10
0.01563,0.01042,7.6335e-1,2.3005e+10,1.9761e+10
0.01771,0.01042,7.6368e-1,1.7064e+10,1.1052e+11
0.01979,0.01042,7.6071e-1,1.7119e+10,1.4893e+11
0.02187,0.01042,7.5151e-1,2.9991e+10,1.0787e+11
0.02396,0.01042,7.4090e-1,3.2367e+10,2.5604e+10
0.02604,0.01042,7.3486e-1,4.2547e+10,7.2550e+10
0.02813,0.01042,7.3017e-1,4.8861e+10,6.5648e+10
0.03021,0.01042,7.2760e-1,3.9173e+10,8.9049e+10
0.03229,0.01042,7.2485e-1,3.4914e+10,1.2149e+11
0.03438,0.01042,7.1973e-1,3.5671e+10,1.4085e+11
0.03646,0.01042,7.1137e-1,4.2693e+10,2.0475e+11
0.03854,0.01042,6.9714e-1,3.9129e+10,1.3811e+11
0.04063,0.01042,6.8183e-1,3.8548e+10,1.2460e+11
0.04271,0.01042,6.6564e-1,3.9533e+10,1.0240e+11
0.04479,0.01042,6.4922e-1,4.3137e+10,8.3096e+10
0.04688,0.01042,6.3332e-1,4.1603e+10,7.2857e+10
0.04896,0.01042,6.1807e-1,3.2377e+10,9.8093e+10
0.05104,0.01042,6.0055e-1,4.3375e+10,8.5222e+10
0.05312,0.01042,5.8223e-1,4.7439e+10,6.3951e+10
0.05521,0.01042,5.6517e-1,4.2701e+10,7.4836e+10
0.05729,0.01042,5.4827e-1,4.1713e+10,8.8779e+10
0.05937,0.01042,5.3077e-1,3.9001e+10,6.0864e+10
0.06146,0.01042,5.1440e-1,3.9159e+10,1.0486e+11
0.06354,0.01042,4.9612e-1,3.5121e+10,1.1108e+11
0.06563,0.01042,4.7556e-1,4.2566e+10,9.2979e+10
0.06771,0.01042,4.5474e-1,3.7316e+10,1.2744e+11
0.06979,0.01042,4.3132e-1,3.9540e+10,8.3367e+10
0.07187,0.01042,4.0851e-1,4.3807e+10,1.0849e+11
0.07396,0.01042,3.8421e-1,4.4253e+10,8.6699e+10
0.07604,0.01042,3.5948e-1,4.4089e+10,6.7109e+10
0.07813,0.01042,3.3536e-1,3.7341e+10,5.1918e+10
0.08021,0.01042,3.1233e-1,3.3938e+10,8.5256e+10
0.08229,0.01042,2.8787e-1,4.0381e+10,9.3827e+10
0.08438,0.01042,2.6202e-1,3.4272e+10,9.2802e+10
0.08646,0.01042,2.3456e-1,3.2843e+10,7.0483e+10
0.08854,0.01042,2.0691e-1,2.2087e+10,6.4723e+10
0.09062,0.01042,1.7870e-1,1.3526e+10,1.0635e+11
0.09271,0.01042,1.4639e-1,5.6346e+9,9.6811e+10
0.09479,0.01042,1.0995e-1,1.0228e+9,8.1461e+10
0.09688,0.01042,6.9940e-2,1.2050e+8,1.0078e+11
0.09896,0.01042,2.4626e-2,3.8629e+7,7.4004e+10
0.00104,0.01458,1.0497e+0,1.1604e+10,0.0000e+0
0.00313,0.01458,1.0514e+0,2.3292e+10,0.0000e+0
0.00521,0.01458,1.0555e+0,1.5899e+10,3.4975e+10
0.00729,0.01458,1.0592e+0,1.9638e+10,1.0659e+11
0.00937,0.01458,1.0582e+0,2.4836e+10,1.3380e+11
0.01146,0.01458,1.0519e+0,3.4915e+10,4.5452e+10
0.01354,0.01458,1.0480e+0,3.7627e+10,8.1871e+10
0.01563,0.01458,1.0440e+0,2.9079e+10,6.3575e+10
0.01771,0.01458,1.0404e+0,2.9460e+10,9.1510e+10
0.01979,0.01458,1.0350e+0,2.5847e+10,1.9432e+11
0.02187,0.01458,1.0207e+0,3.2140e+10,6.0002e+10
0.02396,0.01458,1.0077e+0,3.8475e+10,3.6342e+10
0.02604,0.01458,9.9828e-1,4.8734e+10,6.7995e+10
0.02813,0.01458,9.9047e-1,5.5276e+10,6.0470e+10
0.03021,0.01458,9.8496e-1,5.3534e+10,9.7145e+10
0.03229,0.01458,9.7845e-1,4.7769e+10,9.2403e+10
0.03438,0.01458,9.7078e-1,4.7203e+10,1.6343e+11
0.03646,0.01458,9.5731e-1,5.8452e+10,1.5518e+11
0.03854,0.01458,9.3936e-1,4.9165e+10,1.0233e+11
0.04063,0.01458,9.2057e-1,5.1524e+10,9.6953e+10
0.04271,0.01458,9.0169e-1,4.6412e+10,7.8985e+10
0.04479,0.01458,8.8343e-1,5.6299e+10,9.7216e+10
0.04688,0.01458,8.6502e-1,5.2252e+10,1.1723e+11
0.04896,0.01458,8.4505e-1,4.2118e+10,1.3289e+11
0.05104,0.01458,8.2196e-1,5.8112e+10,1.3376e+11
0.05312,0.01458,7.9763e-1,5.8643e+10,1.2830e+11
0.05521,0.01458,7.7263e-1,4.9036e+10,9.9173e+10
0.05729,0.01458,7.4741e-1,5.0671e+10,7.0253e+10
0.05937,0.01458,7.2338e-1,5.2458e+10,9.5955e+10
0.06146,0.01458,6.9861e-1,4.8773e+10,1.3408e+11
0.06354,0.01458,6.6997e-1,4.6717e+10,6.7958e+10
0.06563,0.01458,6.4180e-1,5.0360e+10,1.0539e+11
0.06771,0.01458,6.1170e-1,4.6978e+10,1.0106e+11
0.06979,0.01458,5.7964e-1,5.1981e+10,6.5896e+10
0.07187,0.01458,5.4836e-1,5.6106e+10,7.4647e+10
0.07396,0.01458,5.1717e-1,5.6084e+10,6.8601e+10
0.07604,0.01458,4.8631e-1,5.0623e+10,6.6194e+10
0.07813,0.01458,4.5546e-1,4.7197e+10,7.6799e+10
0.08021,0.01458,4.2404e-1,4.4902e+10,1.1004e+11
0.08229,0.01458,3.9047e-1,4.8318e+10,1.4954e+11
0.08438,0.01458,3.5296e-1,4.1259e+10,1.0727e+11
0.08646,0.01458,3.1407e-1,3.6369e+10,6.8594e+10
0.08854,0.01458,2.7593e-1,2.7974e+10,1.0182e+11
0.09062,0.01458,2.3554e-1,1.6087e+10,1.0688e+11
0.09271,0.01458,1.9151e-1,5.7408e+9,1.0578e+11
0.09479,0.01458,1.4334e-1,8.6615e+8,1.1752e+11
0.09688,0.01458,8.9815e-2,8.3872e+7,1.0743e+11
0.09896,0.01458,3.0901e-2,4.0700e+7,6.0144e+10
0.00104,0.01875,1.3215e+0,1.0906e+10,0.0000e+0
0.00313,0.01875,1.3228e+0,2.0236e+10,1.4420e+7
0.00521,0.01875,1.3257e+0,1.9761e+10,2.6079e+10
0.00729,0.01875,1.3288e+0,3.0101e+10,1.2307e+11
0.00937,0.01875,1.3268e+0,3.4751e+10,1.0921e+11
0.01146,0.01875,1.3210e+0,4.2654e+10,1.6882e+10
0.01354,0.01875,1.3183e+0,4.0068e+10,7.8730e+10
0.01563,0.01875,1.3141e+0,3.4057e+10,9.5111e+10
0.01771,0.01875,1.3066e+0,3.9073e+10,1.0680e+11
0.01979,0.01875,1.2964e+0,3.7668e+10,1.4259e+11
0.02187,0.01875,1.2811e+0,4.3490e+10,1.0213e+11
0.02396,0.01875,1.2648e+0,5.4130e+10,5.3034e+10
0.02604,0.01875,1.2520e+0,6.2048e+10,6.8268e+10
0.02813,0.01875,1.2419e+0,6.8055e+10,6.8081e+10
0.03021,0.01875,1.2343e+0,7.1003e+10,1.3898e+11
0.03229,0.01875,1.2245e+0,6.8632e+10,1.6067e+11
0.03438,0.01875,1.2111e+0,6.5682e+10,1.4629e+11
0.03646,0.01875,1.1944e+0,6.5538e+10,1.7068e+11
0.03854,0.01875,1.1722e+0,6.3114e+10,1.0742e+11
0.04063,0.01875,1.1493e+0,6.2718e+10,6.0819e+10
0.04271,0.01875,1.1286e+0,5.7413e+10,7.3449e+10
0.04479,0.01875,1.1087e+0,6.0572e+10,1.3483e+11
0.04688,0.01875,1.0860e+0,5.5510e+10,1.4449e+11
0.04896,0.01875,1.0597e+0,5.2755e+10,1.5471e+11
0.05104,0.01875,1.0284e+0,6.8536e+10,9.3737e+10
0.05312,0.01875,9.9769e-1,7.5314e+10,8.3664e+10
0.05521,0.01875,9.6897e-1,6.3172e+10,1.1980e+11
0.05729,0.01875,9.3928e-1,6.2853e+10,1.1974e+11
0.05937,0.01875,9.0864e-1,6.0318e+10,1.3451e+11
0.06146,0.01875,8.7516e-1,5.6507e+10,1.2227e+11
0.06354,0.01875,8.3901e-1,5.4850e+10,9.3415e+10
0.06563,0.01875,8.0216e-1,6.2734e+10,1.1148e+11
0.06771,0.01875,7.6334e-1,6.1068e+10,7.7096e+10
0.06979,0.01875,7.2427e-1,6.3656e+10,6.9699e+10
0.07187,0.01875,6.8562e-1,6.5176e+10,5.5580e+10
0.07396,0.01875,6.4836e-1,6.1661e+10,6.5726e+10
0.07604,0.01875,6.1162e-1,5.8000e+10,1.2550e+11
0.07813,0.01875,5.7181e-1,5.6270e+10,1.6243e+11
0.08021,0.01875,5.2731e-1,5.7733e+10,1.2322e+11
0.08229,0.01875,4.8062e-1,5.3150e+10,9.4758e+10
0.08438,0.01875,4.3245e-1,4.4849e+10,5.6752e+10
0.08646,0.01875,3.8418e-1,4.1877e+10,6.8571e+10
0.08854,0.01875,3.3448e-1,3.3924e+10,6.5530e+10
0.09062,0.01875,2.8226e-1,1.8631e+10,6.5163e+10
0.09271,0.01875,2.2594e-1,6.8917e+9,4.4249e+10
0.09479,0.01875,1.6594e-1,9.6427e+8,3.8440e+10
0.09688,0.01875,1.0237e-1,1.6002e+8,5.0832e+10
0.09896,0.01875,3.4924e-2,7.2407e+7,4.4402e+10
0.00104,0.02292,1.5867e+0,1.1333e+10,8.9113e+8
0.00313,0.02292,1.5885e+0,2.4917e+10,8.0080e+10
0.00521,0.02292,1.5882e+0,3.3364e+10,5.6411e+10
0.00729,0.02292,1.5885e+0,3.3788e+10,2.2353e+10
0.00937,0.02292,1.5911e+0,3.9257e+10,1.3657e+11
0.01146,0.02292,1.5886e+0,5.4216e+10,1.1524e+11
0.01354,0.02292,1.5848e+0,4.8411e+10,9.3733e+10
0.01563,0.02292,1.5814e+0,4.1124e+10,2.5644e+11
0.01771,0.02292,1.5667e+0,4.4104e+10,1.2187e+11
0.01979,0.02292,1.5505e+0,4.2838e+10,1.1739e+11
0.02187,0.02292,1.5331e+0,5.3845e+10,1.5756e+11
0.02396,0.02292,1.5131e+0,6.2650e+10,6.6556e+10
0.02604,0.02292,1.4969e+0,6.9378e+10,4.6237e+10
0.02813,0.02292,1.4856e+0,8.3681e+10,1.3377e+11
0.03021,0.02292,1.4736e+0,7.8276e+10,1.4377e+11
0.03229,0.02292,1.4593e+0,8.3117e+10,1.4315e+11
0.03438,0.02292,1.4428e+0,7.8379e+10,1.2678e+11
0.03646,0.02292,1.4245e+0,7.1414e+10,1.9638e+11
0.03854,0.02292,1.3993e+0,7.6253e+10,1.1663e+11
0.04063,0.02292,1.3737e+0,7.1168e+10,5.8565e+10
0.04271,0.02292,1.3516e+0,6.9685e+10,1.6270e+11
0.04479,0.02292,1.3261e+0,7.3320e+10,1.5187e+11
0.04688,0.02292,1.2979e+0,6.8960e+10,1.5636e+11
0.04896,0.02292,1.2667e+0,6.7582e+10,2.0199e+11
0.05104,0.02292,1.2298e+0,7.9690e+10,1.4887e+11
0.05312,0.02292,1.1918e+0,9.3763e+10,1.0772e+11
0.05521,0.02292,1.1558e+0,8.1123e+10,7.7561e+10
0.05729,0.02292,1.1215e+0,8.1634e+10,1.1276e+11
0.05937,0.02292,1.0864e+0,7.0174e+10,1.6198e+11
0.06146,0.02292,1.0465e+0,6.7695e+10,1.4039e+11
0.06354,0.02292,1.0035e+0,7.3907e+10,1.0781e+11
0.06563,0.02292,9.5994e-1,7.4755e+10,1.0544e+11
0.06771,0.02292,9.1574e-1,7.1984e+10,1.1577e+11
0.06979,0.02292,8.6993e-1,7.6584e+10,9.3277e+10
0.07187,0.02292,8.2476e-1,7.6494e+10,9.6606e+10
0.07396,0.02292,7.8031e-1,6.7935e+10,1.5098e+11
0.07604,0.02292,7.3224e-1,6.5547e+10,1.8177e+11
0.07813,0.02292,6.7810e-1,6.5645e+10,9.2173e+10
0.08021,0.02292,6.2345e-1,6.6903e+10,8.1952e+10
0.08229,0.02292,5.6845e-1,6.4934e+10,7.2448e+10
0.08438,0.02292,5.1340e-1,5.1902e+10,9.0169e+10
0.08646,0.02292,4.5630e-1,4.8386e+10,7.7705e+10
0.08854,0.02292,3.9796e-1,3.6096e+10,1.0111e+11
0.09062,0.02292,3.3581e-1,1.8814e+10,9.6982e+10
0.09271,0.02292,2.6853e-1,7.7544e+9,7.2782e+10
0.09479,0.02292,1.9646e-1,1.4176e+9,5.6020e+10
0.09688,0.02292,1.2019e-1,1.5551e+8,4.8275e+10
0.09896,0.02292,4.0400e-2,7.0781e+7,2.3472e+10
0.00104,0.02708,1.8407e+0,1.6170e+10,1.0242e+9
0.00313,0.02708,1.8434e+0,2.2157e+10,1.3839e+11
0.00521,0.02708,1.8412e+0,3.6775e+10,4.2943e+10
0.00729,0.02708,1.8413e+0,4.4625e+10,7.6453e+9
0.00937,0.02708,1.8449e+0,4.4852e+10,1.0822e+11
0.01146,0.02708,1.8449e+0,5.7709e+10,2.0097e+11
0.01354,0.02708,1.8372e+0,5.3913e+10,6.2171e+10
0.01563,0.02708,1.8315e+0,4.9154e+10,2.2141e+11
0.01771,0.02708,1.8154e+0,5.5886e+10,2.0428e+11
0.01979,0.02708,1.7926e+0,5.3814e+10,9.0528e+10
0.02187,0.02708,1.7707e+0,6.2583e+10,7.0611e+10
0.02396,0.02708,1.7509e+0,6.9865e+10,6.8947e+10
0.02604,0.02708,1.7339e+0,7.9927e+10,8.0169e+10
0.02813,0.02708,1.7194e+0,8.7659e+10,1.1228e+11
0.03021,0.02708,1.7054e+0,8.2497e+10,1.5388e+11
0.03229,0.02708,1.6881e+0,9.0883e+10,1.1648e+11
0.03438,0.02708,1.6706e+0,8.7318e+10,1.7611e+11
0.03646,0.02708,1.6482e+0,8.3975e+10,1.8175e+11
0.03854,0.02708,1.6205e+0,8.5436e+10,1.1448e+11
0.04063,0.02708,1.5929e+0,7.3531e+10,1.2681e+11
0.04271,0.02708,1.5641e+0,7.8816e+10,1.3234e+11
0.04479,0.02708,1.5340e+0,8.9554e+10,1.8865e+11
0.04688,0.02708,1.4997e+0,7.9735e+10,1.9569e+11
0.04896,0.02708,1.4604e+0,8.0729e+10,1.3691e+11
0.05104,0.02708,1.4200e+0,9.3136e+10,1.3273e+11
0.05312,0.02708,1.3796e+0,9.5228e+10,9.4472e+10
0.05521,0.02708,1.3418e+0,9.2217e+10,1.4487e+11
0.05729,0.02708,1.3026e+0,9.9035e+10,1.8479e+11
0.05937,0.02708,1.2596e+0,8.6856e+10,1.6015e+11
0.06146,0.02708,1.2133e+0,8.2492e+10,1.3367e+11
0.06354,0.02708,1.1648e+0,8.8516e+10,1.0640e+11
0.06563,0.02708,1.1164e+0,9.1386e+10,1.3792e+11
0.06771,0.02708,1.0664e+0,8.3884e+10,1.5826e+11
0.06979,0.02708,1.0132e+0,8.2025e+10,1.1637e+11
0.07187,0.02708,9.5984e-1,8.6584e+10,1.2151e+11
0.07396,0.02708,9.0590e-1,8.6256e+10,1.8451e+11
0.07604,0.02708,8.4621e-1,8.3592e+10,1.1892e+11
0.07813,0.02708,7.8391e-1,7.6055e+10,5.8748e+10
0.08021,0.02708,7.2193e-1,7.2851e+10,5.9039e+10
0.08229,0.02708,6.5971e-1,7.0912e+10,7.7569e+10
0.08438,0.02708,5.9602e-1,6.2373e+10,8.6293e+10
0.08646,0.02708,5.2977e-1,5.2787e+10,6.1191e+10
0.08854,0.02708,4.6193e-1,4.0615e+10,6.6538e+10
0.09062,0.02708,3.9124e-1,2.1730e+10,7.7453e+10
0.09271,0.02708,3.1615e-1,7.7129e+9,1.2846e+11
0.09479,0.02708,2.3317e-1,1.4770e+9,1.1639e+11
0.09688,0.02708,1.4364e-1,1.1137e+8,9.3238e+10
0.09896,0.02708,4.9337e-2,4.0700e+7,8.6595e+10
0.00104,0.03125,2.0778e+0,3.8361e+10,0.0000e+0
0.00313,0.03125,2.0806e+0,2.6313e+10,1.4585e+10
0.00521,0.03125,2.0845e+0,3.7008e+10,4.5489e+10
0.00729,0.03125,2.0897e+0,4.4070e+10,1.3060e+11
0.00937,0.03125,2.0918e+0,4.7795e+10,1.6612e+11
0.01146,0.03125,2.0892e+0,6.6792e+10,1.6671e+11
0.01354,0.03125,2.0837e+0,5.8615e+10,1.7360e+11
0.01563,0.03125,2.0742e+0,5.1338e+10,2.4241e+11
0.01771,0.03125,2.0539e+0,5.3636e+10,1.6067e+11
0.01979,0.03125,2.0293e+0,6.1234e+10,1.0763e+11
0.02187,0.03125,2.0048e+0,7.0464e+10,5.6695e+10
0.02396,0.03125,1.9844e+0,7.6425e+10,9.0816e+10
0.02604,0.03125,1.9659e+0,8.2567e+10,1.1580e+11
0.02813,0.03125,1.9479e+0,1.0278e+11,9.2414e+10
0.03021,0.03125,1.9324e+0,9.8621e+10,1.5651e+11
0.03229,0.03125,1.9142e+0,1.0633e+11,1.6092e+11
0.03438,0.03125,1.8949e+0,9.6016e+10,2.5210e+11
0.03646,0.03125,1.8678e+0,9.3846e+10,1.8329e+11
0.03854,0.03125,1.8381e+0,9.6611e+10,1.9561e+11
0.04063,0.03125,1.8059e+0,8.4338e+10,1.9073e+11
0.04271,0.03125,1.7711e+0,9.3381e+10,1.9987e+11
0.04479,0.03125,1.7333e+0,1.0188e+11,2.1365e+11
0.04688,0.03125,1.6913e+0,9.5192e+10,1.4957e+11
0.04896,0.03125,1.6478e+0,9.3898e+10,1.2049e+11
0.05104,0.03125,1.6045e+0,1.1348e+11,1.0967e+11
0.05312,0.03125,1.5632e+0,1.0478e+11,1.3047e+11
0.05521,0.03125,1.5226e+0,1.0025e+11,1.9622e+11
0.05729,0.03125,1.4783e+0,1.0317e+11,2.1975e+11
0.05937,0.03125,1.4288e+0,1.0221e+11,1.3554e+11
0.06146,0.03125,1.3793e+0,9.6905e+10,1.7875e+11
0.06354,0.03125,1.3265e+0,1.0128e+11,1.8984e+11
0.06563,0.03125,1.2707e+0,1.0215e+11,1.7672e+11
0.06771,0.03125,1.2127e+0,9.3988e+10,1.4935e+11
0.06979,0.03125,1.1531e+0,9.0325e+10,1.3448e+11
0.07187,0.03125,1.0923e+0,9.5173e+10,1.3232e+11
0.07396,0.03125,1.0301e+0,1.0318e+11,1.2996e+11
0.07604,0.03125,9.6615e-1,1.0232e+11,1.3031e+11
0.07813,0.03125,9.0053e-1,8.7899e+10,1.3689e+11
0.08021,0.03125,8.3216e-1,8.3568e+10,1.3481e+11
0.08229,0.03125,7.6117e-1,7.8817e+10,1.2288e+11
0.08438,0.03125,6.8779e-1,7.2638e+10,9.4215e+10
0.08646,0.03125,6.1336e-1,6.1447e+10,1.1608e+11
0.08854,0.03125,5.3573e-1,4.7158e+10,1.2285e+11
0.09062,0.03125,4.5344e-1,2.3860e+10,1.2452e+11
0.09271,0.03125,3.6451e-1,8.1741e+9,1.2366e+11
0.09479,0.03125,2.6757e-1,1.7718e+9,8.7869e+10
0.09688,0.03125,1.6484e-1,1.4414e+8,8.5179e+10
0.09896,0.03125,5.6686e-2,4.0736e+7,9.0723e+10
0.00104,0.03542,2.3053e+0,3.0760e+10,0.0000e+0
0.00313,0.03542,2.3079e+0,2.4235e+10,0.0000e+0
0.00521,0.03542,2.3124e+0,4.2304e+10,1.1684e+7
0.00729,0.03542,2.3193e+0,4.8963e+10,1.4528e+11
0.00937,0.03542,2.3204e+0,5.9158e+10,1.5399e+11
0.01146,0.03542,2.3170e+0,6.8186e+10,9.8210e+10
0.01354,0.03542,2.3148e+0,6.4761e+10,1.8718e+11
0.01563,0.03542,2.3081e+0,5.8258e+10,3.5967e+11
0.01771,0.03542,2.2861e+0,6.1662e+10,1.8393e+11
0.01979,0.03542,2.2615e+0,6.7678e+10,1.4988e+11
0.02187,0.03542,2.2359e+0,8.1936e+10,1.1599e+11
0.02396,0.03542,2.2120e+0,9.2721e+10,9.6633e+10
0.02604,0.03542,2.1916e+0,1.0019e+11,1.0651e+11
0.02813,0.03542,2.1741e+0,1.2298e+11,1.7428e+11
0.03021,0.03542,2.1571e+0,1.2032e+11,3.0287e+11
0.03229,0.03542,2.1320e+0,1.2170e+11,2.0228e+11
0.03438,0.03542,2.1072e+0,1.0630e+11,2.6940e+11
0.03646,0.03542,2.0764e+0,1.1728e+11,2.6392e+11
0.03854,0.03542,2.0416e+0,1.1100e+11,2.7082e+11
0.04063,0.03542,2.0023e+0,9.8397e+10,1.6948e+11
0.04271,0.03542,1.9639e+0,9.9126e+10,2.1469e+11
0.04479,0.03542,1.9220e+0,1.1391e+11,1.8112e+11
0.04688,0.03542,1.8789e+0,1.0621e+11,1.8099e+11
0.04896,0.03542,1.8337e+0,1.1062e+11,1.3432e+11
0.05104,0.03542,1.7891e+0,1.2365e+11,1.8848e+11
0.05312,0.03542,1.7424e+0,1.1913e+11,1.7868e+11
