r_m,z_m,phi_V,ne_m3,ni_m3
0.00729,0.01042,7.8114e-1,1.8899e+10,0.0000e+0
0.00937,0.01042,7.8314e-1,1.9769e+10,1.3400e+7
0.01146,0.01042,7.8566e-1,2.1315e+10,7.7307e+9
0.01354,0.01042,7.8823e-1,1.1741e+10,6.9896e+8
0.01563,0.01042,7.9103e-1,1.8081e+10,6.0244e+7
0.01771,0.01042,7.9471e-1,2.9245e+10,3.0860e+10
0.01979,0.01042,7.9801e-1,2.8682e+10,8.6559e+10
0.02187,0.01042,7.9745e-1,2.0603e+10,6.6899e+10
0.02396,0.01042,7.9453e-1,2.3360e+10,2.8516e+10
0.02604,0.01042,7.9237e-1,3.5519e+10,6.8316e+10
0.02813,0.01042,7.8908e-1,4.5934e+10,4.6538e+10
0.03021,0.01042,7.8695e-1,4.7347e+10,9.0196e+10
0.03229,0.01042,7.8298e-1,4.7879e+10,4.6570e+10
0.03438,0.01042,7.8005e-1,4.6669e+10,7.1486e+10
0.03646,0.01042,7.7617e-1,4.5043e+10,4.3305e+10
0.03854,0.01042,7.7319e-1,4.3208e+10,5.8624e+10
0.04063,0.01042,7.6985e-1,4.9390e+10,5.9640e+10
0.04271,0.01042,7.6692e-1,4.6099e+10,7.8092e+10
0.04479,0.01042,7.6304e-1,4.8159e+10,9.4398e+10
0.04688,0.01042,7.5696e-1,4.2729e+10,5.6786e+10
0.04896,0.01042,7.5058e-1,4.2182e+10,4.4046e+10
0.05104,0.01042,7.4439e-1,5.0258e+10,4.0201e+10
0.05312,0.01042,7.3904e-1,5.0781e+10,5.6580e+10
0.05521,0.01042,7.3376e-1,5.6701e+10,8.1309e+10
0.05729,0.01042,7.2760e-1,4.4093e+10,8.1489e+10
0.05937,0.01042,7.1993e-1,4.0075e+10,9.4996e+10
0.06146,0.01042,7.0940e-1,3.5789e+10,8.5154e+10
0.06354,0.01042,6.9598e-1,4.2728e+10,9.0025e+10
0.06563,0.01042,6.7959e-1,4.9141e+10,1.0123e+11
0.06771,0.01042,6.6039e-1,5.5578e+10,1.2301e+11
0.06979,0.01042,6.3740e-1,5.1143e+10,1.2954e+11
0.07187,0.01042,6.0972e-1,4.1836e+10,9.7145e+10
0.07396,0.01042,5.7861e-1,3.8490e+10,9.8603e+10
0.07604,0.01042,5.4387e-1,5.0952e+10,8.6120e+10
0.07813,0.01042,5.0754e-1,4.8159e+10,1.3007e+11
0.08021,0.01042,4.6653e-1,5.8416e+10,1.1330e+11
0.08229,0.01042,4.2238e-1,5.7199e+10,8.7090e+10
0.08438,0.01042,3.7625e-1,4.3830e+10,6.7983e+10
0.08646,0.01042,3.2809e-1,4.5306e+10,5.8165e+10
0.08854,0.01042,2.7881e-1,4.7353e+10,5.4266e+10
0.09062,0.01042,2.2910e-1,2.0331e+10,5.4331e+10
0.09271,0.01042,1.7718e-1,2.2232e+9,7.2705e+9
0.09479,0.01042,1.2540e-1,2.3827e+8,3.8593e+7
0.09688,0.01042,7.4454e-2,6.8602e+7,0.0000e+0
0.09896,0.01042,2.4480e-2,0.0000e+0,0.0000e+0
0.00104,0.01458,1.0946e+0,1.4924e+10,0.0000e+0
0.00313,0.01458,1.0951e+0,1.4900e+10,0.0000e+0
0.00521,0.01458,1.0961e+0,2.3557e+10,0.0000e+0
0.00729,0.01458,1.0980e+0,2.1411e+10,0.0000e+0
0.00937,0.01458,1.1007e+0,2.5588e+10,5.3425e+9
0.01146,0.01458,1.1040e+0,2.3087e+10,4.1755e+10
0.01354,0.01458,1.1055e+0,2.0862e+10,1.0424e+9
0.01563,0.01458,1.1082e+0,2.3248e+10,1.9627e+8
0.01771,0.01458,1.1117e+0,3.6051e+10,3.8093e+10
0.01979,0.01458,1.1143e+0,3.5262e+10,8.6578e+10
0.02187,0.01458,1.1131e+0,3.1115e+10,8.5587e+10
0.02396,0.01458,1.1091e+0,3.4533e+10,5.8935e+10
0.02604,0.01458,1.1046e+0,5.0207e+10,6.6858e+10
0.02813,0.01458,1.0996e+0,4.9631e+10,5.9372e+10
0.03021,0.01458,1.0944e+0,5.4910e+10,5.7640e+10
0.03229,0.01458,1.0893e+0,5.6586e+10,6.7326e+10
0.03438,0.01458,1.0841e+0,6.2109e+10,6.3660e+10
0.03646,0.01458,1.0796e+0,5.9532e+10,8.5590e+10
0.03854,0.01458,1.0742e+0,5.7583e+10,7.9742e+10
0.04063,0.01458,1.0683e+0,5.3626e+10,6.1967e+10
0.04271,0.01458,1.0625e+0,5.7447e+10,4.6085e+10
0.04479,0.01458,1.0579e+0,5.9966e+10,9.5764e+10
0.04688,0.01458,1.0510e+0,4.8112e+10,7.0140e+10
0.04896,0.01458,1.0427e+0,4.9312e+10,3.8063e+10
0.05104,0.01458,1.0350e+0,6.8179e+10,7.2717e+10
0.05312,0.01458,1.0264e+0,7.6175e+10,7.6089e+10
0.05521,0.01458,1.0178e+0,6.8760e+10,9.9933e+10
0.05729,0.01458,1.0073e+0,5.8254e+10,8.5303e+10
0.05937,0.01458,9.9555e-1,5.9431e+10,1.0619e+11
0.06146,0.01458,9.8133e-1,5.8934e+10,1.2872e+11
0.06354,0.01458,9.6395e-1,5.4873e+10,1.8386e+11
0.06563,0.01458,9.4004e-1,6.3246e+10,1.7125e+11
0.06771,0.01458,9.1133e-1,7.1270e+10,1.5904e+11
0.06979,0.01458,8.7920e-1,5.5619e+10,1.6633e+11
0.07187,0.01458,8.4237e-1,5.2630e+10,1.8536e+11
0.07396,0.01458,7.9957e-1,5.5463e+10,1.4131e+11
0.07604,0.01458,7.5378e-1,6.9054e+10,1.7222e+11
0.07813,0.01458,7.0365e-1,5.5879e+10,1.5991e+11
0.08021,0.01458,6.4846e-1,5.6782e+10,1.3733e+11
0.08229,0.01458,5.8893e-1,6.7841e+10,1.1570e+11
0.08438,0.01458,5.2702e-1,5.5829e+10,1.3968e+11
0.08646,0.01458,4.6037e-1,5.6115e+10,1.0364e+11
0.08854,0.01458,3.9194e-1,4.8492e+10,9.8424e+10
0.09062,0.01458,3.2221e-1,1.8905e+10,9.2325e+10
0.09271,0.01458,2.4957e-1,1.7551e+9,4.3936e+10
0.09479,0.01458,1.7626e-1,2.2220e+8,9.3137e+9
0.09688,0.01458,1.0440e-1,6.8437e+7,0.0000e+0
0.09896,0.01458,3.4292e-2,0.0000e+0,0.0000e+0
0.00104,0.01875,1.4107e+0,3.4260e+10,0.0000e+0
0.00313,0.01875,1.4119e+0,2.1825e+10,0.0000e+0
0.00521,0.01875,1.4137e+0,2.1040e+10,0.0000e+0
0.00729,0.01875,1.4162e+0,1.9348e+10,6.4289e+8
0.00937,0.01875,1.4194e+0,2.3795e+10,3.3427e+10
0.01146,0.01875,1.4214e+0,2.3039e+10,1.7579e+10
0.01354,0.01875,1.4236e+0,2.4735e+10,1.0768e+8
0.01563,0.01875,1.4272e+0,3.1196e+10,3.3428e+10
0.01771,0.01875,1.4305e+0,4.5188e+10,1.1362e+11
0.01979,0.01875,1.4290e+0,4.0152e+10,9.1455e+10
0.02187,0.01875,1.4243e+0,3.7324e+10,5.2670e+10
0.02396,0.01875,1.4192e+0,4.6018e+10,3.9941e+10
0.02604,0.01875,1.4154e+0,5.6148e+10,1.0090e+11
0.02813,0.01875,1.4094e+0,5.4407e+10,9.1307e+10
0.03021,0.01875,1.4017e+0,6.0186e+10,8.4307e+10
0.03229,0.01875,1.3938e+0,6.1683e+10,7.6101e+10
0.03438,0.01875,1.3867e+0,6.8566e+10,1.0337e+11
0.03646,0.01875,1.3790e+0,7.2030e+10,8.4902e+10
0.03854,0.01875,1.3717e+0,6.1780e+10,6.8878e+10
0.04063,0.01875,1.3650e+0,5.9788e+10,8.3871e+10
0.04271,0.01875,1.3575e+0,6.4300e+10,4.7704e+10
0.04479,0.01875,1.3516e+0,7.2892e+10,7.8865e+10
0.04688,0.01875,1.3455e+0,5.8278e+10,9.1379e+10
0.04896,0.01875,1.3375e+0,6.6574e+10,8.3854e+10
0.05104,0.01875,1.3288e+0,8.6113e+10,1.5953e+11
0.05312,0.01875,1.3152e+0,8.4952e+10,1.0080e+11
0.05521,0.01875,1.3010e+0,7.1784e+10,8.5990e+10
0.05729,0.01875,1.2855e+0,6.9552e+10,9.3450e+10
0.05937,0.01875,1.2680e+0,7.7115e+10,1.3268e+11
0.06146,0.01875,1.2462e+0,7.4445e+10,1.3024e+11
0.06354,0.01875,1.2202e+0,7.2124e+10,1.4722e+11
0.06563,0.01875,1.1891e+0,7.1845e+10,1.7228e+11
0.06771,0.01875,1.1521e+0,7.2968e+10,1.9562e+11
0.06979,0.01875,1.1091e+0,6.4937e+10,1.7547e+11
0.07187,0.01875,1.0618e+0,5.8407e+10,1.7428e+11
0.07396,0.01875,1.0105e+0,6.3693e+10,2.1333e+11
0.07604,0.01875,9.5387e-1,7.7495e+10,2.1946e+11
0.07813,0.01875,8.9295e-1,6.4015e+10,2.0382e+11
0.08021,0.01875,8.2845e-1,6.7952e+10,2.8223e+11
0.08229,0.01875,7.5607e-1,7.7367e+10,2.8322e+11
0.08438,0.01875,6.7678e-1,6.6906e+10,2.5127e+11
0.08646,0.01875,5.9137e-1,6.8866e+10,2.2125e+11
0.08854,0.01875,5.0109e-1,6.2299e+10,1.3005e+11
0.09062,0.01875,4.1043e-1,2.5798e+10,9.1483e+10
0.09271,0.01875,3.1797e-1,1.4068e+9,3.9507e+10
0.09479,0.01875,2.2486e-1,1.8039e+8,2.8366e+9
0.09688,0.01875,1.3342e-1,6.8114e+7,0.0000e+0
0.09896,0.01875,4.3861e-2,0.0000e+0,0.0000e+0
0.00104,0.02292,1.7281e+0,2.0801e+10,0.0000e+0
0.00313,0.02292,1.7292e+0,1.8557e+10,0.0000e+0
0.00521,0.02292,1.7314e+0,1.8630e+10,0.0000e+0
0.00729,0.02292,1.7347e+0,1.9960e+10,3.5947e+10
0.00937,0.02292,1.7370e+0,2.9685e+10,4.7232e+10
0.01146,0.02292,1.7384e+0,2.7497e+10,2.1866e+9
0.01354,0.02292,1.7420e+0,2.4149e+10,4.0128e+10
0.01563,0.02292,1.7452e+0,3.8646e+10,9.0494e+10
0.01771,0.02292,1.7463e+0,5.1992e+10,1.4928e+11
0.01979,0.02292,1.7418e+0,4.1854e+10,1.0660e+11
0.02187,0.02292,1.7342e+0,4.4449e+10,5.2094e+10
0.02396,0.02292,1.7274e+0,5.2397e+10,4.1128e+10
0.02604,0.02292,1.7224e+0,6.5311e+10,8.8876e+10
0.02813,0.02292,1.7164e+0,6.7016e+10,1.6938e+11
0.03021,0.02292,1.7045e+0,7.8199e+10,1.0246e+11
0.03229,0.02292,1.6922e+0,7.7987e+10,5.2645e+10
0.03438,0.02292,1.6828e+0,7.5777e+10,6.3006e+10
0.03646,0.02292,1.6748e+0,8.4365e+10,9.3663e+10
0.03854,0.02292,1.6660e+0,7.8807e+10,5.3789e+10
0.04063,0.02292,1.6586e+0,7.8384e+10,4.3708e+10
0.04271,0.02292,1.6525e+0,7.4424e+10,6.9357e+10
0.04479,0.02292,1.6458e+0,8.7486e+10,7.9766e+10
0.04688,0.02292,1.6384e+0,7.1794e+10,6.3261e+10
0.04896,0.02292,1.6307e+0,8.9941e+10,1.1814e+11
0.05104,0.02292,1.6208e+0,9.6017e+10,1.9049e+11
0.05312,0.02292,1.6043e+0,1.0113e+11,1.3084e+11
0.05521,0.02292,1.5864e+0,9.4217e+10,1.3266e+11
0.05729,0.02292,1.5673e+0,9.0797e+10,2.0693e+11
0.05937,0.02292,1.5427e+0,9.5253e+10,2.1598e+11
0.06146,0.02292,1.5133e+0,8.7032e+10,2.4534e+11
0.06354,0.02292,1.4772e+0,8.9304e+10,2.3917e+11
0.06563,0.02292,1.4344e+0,8.2092e+10,2.4877e+11
0.06771,0.02292,1.3833e+0,9.3371e+10,2.0093e+11
0.06979,0.02292,1.3272e+0,7.9842e+10,1.7191e+11
0.07187,0.02292,1.2661e+0,7.8929e+10,1.3002e+11
0.07396,0.02292,1.2023e+0,8.3779e+10,1.6755e+11
0.07604,0.02292,1.1327e+0,8.2337e+10,1.3273e+11
0.07813,0.02292,1.0593e+0,7.6657e+10,1.5640e+11
0.08021,0.02292,9.7978e-1,8.7211e+10,1.6433e+11
0.08229,0.02292,8.9385e-1,8.1786e+10,1.6905e+11
0.08438,0.02292,8.0118e-1,7.4260e+10,1.6179e+11
0.08646,0.02292,7.0251e-1,7.8463e+10,1.6223e+11
0.08854,0.02292,5.9898e-1,7.3156e+10,1.2448e+11
0.09062,0.02292,4.9360e-1,3.4146e+10,9.8176e+10
0.09271,0.02292,3.8535e-1,1.5916e+9,6.8800e+10
0.09479,0.02292,2.7401e-1,1.4075e+8,2.5416e+10
0.09688,0.02292,1.6278e-1,6.7822e+7,7.5727e+8
0.09896,0.02292,5.3536e-2,0.0000e+0,0.0000e+0
0.00104,0.02708,2.0429e+0,1.6646e+10,0.0000e+0
0.00313,0.02708,2.0438e+0,2.2843e+10,0.0000e+0
0.00521,0.02708,2.0460e+0,2.3148e+10,0.0000e+0
0.00729,0.02708,2.0493e+0,2.7013e+10,4.5846e+10
0.00937,0.02708,2.0507e+0,3.3432e+10,1.2923e+10
0.01146,0.02708,2.0528e+0,3.1108e+10,2.6020e+10
0.01354,0.02708,2.0549e+0,2.5750e+10,6.2911e+10
0.01563,0.02708,2.0544e+0,4.1548e+10,3.4842e+10
0.01771,0.02708,2.0545e+0,4.8225e+10,1.2095e+11
0.01979,0.02708,2.0495e+0,5.0760e+10,1.1835e+11
0.02187,0.02708,2.0407e+0,5.3365e+10,3.1384e+10
0.02396,0.02708,2.0344e+0,5.8317e+10,6.3110e+10
0.02604,0.02708,2.0278e+0,7.2052e+10,1.2364e+11
0.02813,0.02708,2.0178e+0,7.4318e+10,1.3016e+11
0.03021,0.02708,2.0042e+0,8.8669e+10,1.1649e+11
0.03229,0.02708,1.9897e+0,8.9988e+10,4.0642e+10
0.03438,0.02708,1.9794e+0,8.5224e+10,3.9988e+10
0.03646,0.02708,1.9723e+0,9.6052e+10,9.7691e+10
0.03854,0.02708,1.9651e+0,9.0186e+10,7.9830e+10
0.04063,0.02708,1.9587e+0,9.1873e+10,9.0493e+10
0.04271,0.02708,1.9533e+0,9.4567e+10,1.4657e+11
0.04479,0.02708,1.9459e+0,1.0679e+11,1.6011e+11
0.04688,0.02708,1.9369e+0,9.3506e+10,1.6620e+11
0.04896,0.02708,1.9256e+0,1.0006e+11,1.8305e+11
0.05104,0.02708,1.9115e+0,9.7871e+10,2.1277e+11
0.05312,0.02708,1.8921e+0,1.1871e+11,2.4079e+11
0.05521,0.02708,1.8674e+0,1.1362e+11,2.3898e+11
0.05729,0.02708,1.8375e+0,1.0061e+11,2.1585e+11
0.05937,0.02708,1.8024e+0,1.1270e+11,2.1285e+11
0.06146,0.02708,1.7625e+0,1.0565e+11,1.8471e+11
0.06354,0.02708,1.7185e+0,1.0840e+11,2.3932e+11
0.06563,0.02708,1.6667e+0,9.4232e+10,2.2636e+11
0.06771,0.02708,1.6074e+0,9.8544e+10,1.9423e+11
0.06979,0.02708,1.5434e+0,9.6435e+10,2.1754e+11
0.07187,0.02708,1.4726e+0,1.0527e+11,1.7493e+11
0.07396,0.02708,1.3983e+0,9.7781e+10,1.9078e+11
0.07604,0.02708,1.3188e+0,9.5064e+10,2.0015e+11
0.07813,0.02708,1.2336e+0,9.2331e+10,2.1682e+11
0.08021,0.02708,1.1409e+0,1.0059e+11,2.2372e+11
0.08229,0.02708,1.0402e+0,9.5979e+10,2.0012e+11
0.08438,0.02708,9.3152e-1,9.0979e+10,1.4745e+11
0.08646,0.02708,8.1646e-1,9.4233e+10,1.0758e+11
0.08854,0.02708,6.9803e-1,8.6104e+10,8.7955e+10
0.09062,0.02708,5.7799e-1,3.7389e+10,9.2023e+10
0.09271,0.02708,4.5383e-1,2.3523e+9,9.0204e+10
0.09479,0.02708,3.2455e-1,1.0221e+8,5.4250e+10
0.09688,0.02708,1.9347e-1,6.7701e+7,1.5677e+10
0.09896,0.02708,6.3634e-2,0.0000e+0,4.2963e+7
0.00104,0.03125,2.3553e+0,1.4449e+10,0.0000e+0
0.00313,0.03125,2.3565e+0,1.8106e+10,0.0000e+0
0.00521,0.03125,2.3590e+0,2.1064e+10,0.0000e+0
0.00729,0.03125,2.3629e+0,2.6556e+10,2.9759e+10
0.00937,0.03125,2.3663e+0,3.6604e+10,6.1052e+10
0.01146,0.03125,2.3675e+0,3.3377e+10,8.9793e+10
0.01354,0.03125,2.3659e+0,3.5989e+10,6.0799e+10
0.01563,0.03125,2.3637e+0,4.9433e+10,7.1189e+10
0.01771,0.03125,2.3616e+0,5.9129e+10,1.6873e+11
0.01979,0.03125,2.3537e+0,5.8230e+10,5.8052e+10
0.02187,0.03125,2.3473e+0,6.3567e+10,5.0430e+10
0.02396,0.03125,2.3431e+0,6.4590e+10,1.6822e+11
0.02604,0.03125,2.3334e+0,7.8692e+10,1.6819e+11
0.02813,0.03125,2.3195e+0,8.4333e+10,1.4388e+11
0.03021,0.03125,2.3030e+0,9.6941e+10,8.3444e+10
0.03229,0.03125,2.2890e+0,9.9491e+10,6.4857e+10
0.03438,0.03125,2.2793e+0,9.6922e+10,9.5087e+10
0.03646,0.03125,2.2717e+0,1.0645e+11,1.2163e+11
0.03854,0.03125,2.2654e+0,1.0906e+11,1.9679e+11
0.04063,0.03125,2.2565e+0,1.0672e+11,1.6774e+11
0.04271,0.03125,2.2472e+0,1.1441e+11,1.8145e+11
0.04479,0.03125,2.2367e+0,1.1084e+11,1.9319e+11
0.04688,0.03125,2.2237e+0,1.0932e+11,1.8213e+11
0.04896,0.03125,2.2080e+0,1.1656e+11,1.8436e+11
0.05104,0.03125,2.1900e+0,1.0850e+11,2.2548e+11
0.05312,0.03125,2.1662e+0,1.2199e+11,2.7445e+11
0.05521,0.03125,2.1343e+0,1.1775e+11,2.2857e+11
0.05729,0.03125,2.0967e+0,1.1160e+11,1.9652e+11
0.05937,0.03125,2.0549e+0,1.3153e+11,2.0903e+11
0.06146,0.03125,2.0092e+0,1.2148e+11,2.3896e+11
0.06354,0.03125,1.9561e+0,1.1726e+11,2.3562e+11
0.06563,0.03125,1.8947e+0,1.1289e+11,1.7924e+11
0.06771,0.03125,1.8276e+0,1.1790e+11,1.5198e+11
0.06979,0.03125,1.7568e+0,1.2165e+11,2.0440e+11
0.07187,0.03125,1.6792e+0,1.2383e+11,2.2848e+11
0.07396,0.03125,1.5947e+0,1.1487e+11,2.2407e+11
0.07604,0.03125,1.5041e+0,1.1026e+11,2.2069e+11
0.07813,0.03125,1.4078e+0,1.1506e+11,2.3810e+11
0.08021,0.03125,1.3054e+0,1.2257e+11,2.6459e+11
0.08229,0.03125,1.1968e+0,1.1692e+11,2.9393e+11
0.08438,0.03125,1.0805e+0,8.9615e+10,3.5137e+11
0.08646,0.03125,9.5094e-1,1.0241e+11,2.5512e+11
0.08854,0.03125,8.1414e-1,9.9015e+10,1.8340e+11
0.09062,0.03125,6.7291e-1,3.9529e+10,1.1686e+11
0.09271,0.03125,5.2657e-1,2.4487e+9,5.9841e+10
0.09479,0.03125,3.7674e-1,9.5158e+7,4.3849e+10
0.09688,0.03125,2.2551e-1,6.7477e+7,3.6356e+10
0.09896,0.03125,7.4259e-2,0.0000e+0,2.9369e+9
0.00104,0.03542,2.6628e+0,1.3071e+10,0.0000e+0
0.00313,0.03542,2.6645e+0,1.9387e+10,0.0000e+0
0.00521,0.03542,2.6681e+0,2.5158e+10,0.0000e+0
0.00729,0.03542,2.6736e+0,2.8463e+10,1.6527e+10
0.00937,0.03542,2.6805e+0,3.6784e+10,2.2604e+11
0.01146,0.03542,2.6761e+0,3.5148e+10,6.5688e+10
0.01354,0.03542,2.6726e+0,4.0823e+10,1.1728e+11
0.01563,0.03542,2.6666e+0,6.3799e+10,1.2316e+11
0.01771,0.03542,2.6597e+0,6.9877e+10,7.4128e+10
0.01979,0.03542,2.6549e+0,5.9321e+10,8.7744e+10
0.02187,0.03542,2.6517e+0,6.6133e+10,2.1237e+11
0.02396,0.03542,2.6434e+0,6.8141e+10,1.9106e+11
0.02604,0.03542,2.6313e+0,8.5886e+10,1.6722e+11
0.02813,0.03542,2.6175e+0,9.3454e+10,2.0066e+11
0.03021,0.03542,2.6004e+0,1.0804e+11,1.5486e+11
0.03229,0.03542,2.5849e+0,1.1549e+11,1.2082e+11
0.03438,0.03542,2.5735e+0,1.0432e+11,1.5318e+11
0.03646,0.03542,2.5625e+0,1.2241e+11,1.8168e+11
0.03854,0.03542,2.5507e+0,1.2541e+11,1.7639e+11
0.04063,0.03542,2.5381e+0,1.1693e+11,1.3339e+11
0.04271,0.03542,2.5267e+0,1.2236e+11,1.6566e+11
0.04479,0.03542,2.5143e+0,1.2358e+11,1.6170e+11
0.04688,0.03542,2.5009e+0,1.2224e+11,2.3580e+11
0.04896,0.03542,2.4812e+0,1.4124e+11,2.1438e+11
0.05104,0.03542,2.4585e+0,1.3455e+11,2.4923e+11
0.05312,0.03542,2.4291e+0,1.3655e+11,2.3447e+11
