# EHR Phase 3 ambipolar study  2026-07-19T10:12:56.322Z
# feedback=true ions=mobile mion_amu=1 Hi=15.858239522989255 HiStar=2.3491539278632536 n0_m3=300000000000 model=screw nexp=1 n=1000 Bwall_T=0.04 p_mTorr=3
# Tseed_eV=3 R_m=0.1 L_m=0.4 Tmax_s=0.000025 dt_s=2.8428150517828616e-11 grid=48x96 fieldevery=20 seed=1
ratio,surviveFrac,tauMean_s,tauLeak_s,phiMax_V,fracRadialLoss,fracEndLoss,surviveFracIon,GiOverGe,Hi
0,0.133,0.000007273156694528042,0.000018033482834903083,7.796910745248937,0,1,0.715,1.3458646616541354,15.858239522989255
3,0.093,0.00000706625811562661,0.000013804678541686184,7.603611010285133,0,1,0.781,1.2846715328467153,15.858239522989255
