# EHR Phase 3 ambipolar study  2026-07-19T09:04:33.590Z
# feedback=true n0_m3=600000000000 model=screw nexp=1 n=2000 Bwall_T=0.01 p_mTorr=10
# Tseed_eV=3 R_m=0.1 L_m=0.4 Tmax_s=0.00001 dt_s=1.1371260207131446e-10 grid=48x96 fieldevery=5 seed=1
ratio,surviveFrac,tauMean_s,tauLeak_s,phiMax_V,fracRadialLoss,fracEndLoss
0,0.3825,0.000005084538830825236,0.000022503084858784114,18.258002571858988,0.004858299595141701,0.9951417004048583
3,0.426,0.00000596706427127917,0.000018618057222401978,17.047698940346663,0.03397212543554007,0.9660278745644599
